1.474737644056719255e+00,1.884667959649710012e+00,-1.581561663863860545e+00,-7.077217008864196135e-01,1.562282393937293179e+00,-9.249540244724797633e-01,-6.453989833364851547e-01,-1.187289577714005784e+00,-1.421858773855034119e+00,-4.216600192699435645e-01,1.889113451569364388e+00,-2.310655673517432451e-01,9.712209403331193425e-01,1.131591242132302000e+00,1.912704454974308188e+00,1.307267453990726969e-01,9.270321851960185988e-01,8.966271040750686261e-01,-2.406674205114447129e-01,-1.507170972767252870e+00
4.314290269423390889e-01,-1.804933837902896077e+00,-1.866391926761550080e+00,1.410279433780548208e+00,8.366819904684690279e-01,-8.732117358746481761e-01,5.714496760188738644e-01,-6.911450541915920009e-01,-6.188103564189973982e-01,8.237476795594517176e-01,1.642166431299347806e+00,-5.272409467013772222e-01,1.122908475829831554e+00,2.075961710330308296e+00,1.289437546089118092e+00,5.491015187910290862e-01,8.172050788466701521e-01,-8.510411145240982522e-01,2.058525668437607425e-01,2.372649094581076312e-01
1.259871509997202710e-01,-1.105460968329678995e+00,3.911003253498786525e-01,3.878180632638552616e+00,-9.654733117692368971e-01,1.243865129245433243e+00,-6.248107822909527709e-01,-3.237849849970627081e-01,-5.416676002783216148e-02,4.409969164506183370e-02,-1.454541305703897613e+00,-2.729772471869625683e+00,3.689995580878511205e+00,-1.013992532818289272e+00,3.890808143782001349e-01,1.824422178011718021e+00,-2.026265601912528302e-01,3.615498750838057607e-01,-7.623234625993851044e-01,-2.053983493886021083e+00
1.681112812046620109e+00,-2.948903917214700798e-01,1.441412153349151737e+00,-1.230305603886301391e+00,2.030652701230215129e+00,-6.181562454188967992e-01,-4.444662439430969059e+00,3.724380767404486203e+00,-5.868552905139639009e-01,-1.053953881140827775e-01,1.034040530895567744e-01,7.204715478914499593e-01,-7.544828959610105912e-01,-2.773449068381050431e+00,1.459794886938001746e-01,-4.189808242086348611e-01,1.449651002146535861e+00,2.245992701724591978e+00,-2.752592793670846749e+00,5.901924280535332246e-01
-2.023355193176045841e+00,-1.576791805289835535e+00,1.748599705690674078e-01,-3.251938958897838683e-01,-7.305622988692977993e-01,6.353329101228049058e-01,-1.053081835607999395e+00,-2.064950497766152804e+00,-7.478932952478977159e-01,1.599110021997099285e+00,1.286888014339715003e+00,-1.556435388883326665e+00,-4.349704498417257537e-02,1.348356426457528179e-01,1.522134414824510396e+00,-9.202914032495703722e-01,1.505607236729586740e+00,-5.048213198502828902e-01,1.495907892147984253e+00,1.072464876593334671e+00
2.321875177170566740e-01,-7.440107113618409374e-01,1.539989216327616761e+00,-1.337611612186941246e+00,-2.036172341751563142e+00,1.205340302622536885e+00,-7.469483094253634992e-01,-8.317776141995206762e-01,-1.319932142658814644e+00,-2.463758135267865024e-01,-1.898107804721307135e+00,-5.834264668855648761e-01,-3.189994875463925683e-01,8.383106181571205184e-02,1.104899768009987904e+00,-8.118081719162040244e-02,1.614012678979094062e+00,4.240263308765909178e-01,6.847553273862430068e-01,-3.984585246197364095e-01
-2.047844301989156346e+00,-3.338291384810725848e+00,-3.464029321382321447e-01,-3.753865388389522550e+00,-6.391838925097498292e-01,-2.316924726421531744e-01,1.736846594139351163e+00,-2.503435529559925765e+00,-1.118953650498258900e+00,-1.741828361828988037e+00,3.096251371935594410e+00,2.036387060380694461e-02,2.022254239689430799e-01,-1.441114130664422621e-01,-1.200718881366927393e+00,1.945322747029730737e+00,6.803223216252998196e-01,-1.514566571774476067e+00,8.146616371564380232e-01,-9.290435817668701857e-02
7.515080047768976090e-01,1.192933652630967289e+00,-2.689984048123612581e-01,-3.347886153937386644e-01,6.831633090999188196e-02,-6.806463048365365420e-01,-1.776064767207464978e+00,1.800023291997595309e-01,-3.168998092141864786e-01,-1.016483094232721873e+00,-1.354356676735691378e+00,-1.393671068344013886e+00,-1.917940963277400490e+00,-8.773574082860927659e-01,-1.423387763418261232e+00,1.442841036415342559e+00,-2.849964277068459118e-01,3.502978877373424393e-01,-1.068087965849320531e+00,-8.866722850422512625e-01
8.573048134311319624e-01,-1.846798141287826767e-01,5.416467848672754659e-01,3.344636175795861366e+00,-9.362424259769844270e-02,-4.684686026708508866e-01,2.124317681780014677e+00,-2.359128786444660175e+00,-2.609597809380144184e+00,-2.053739755432431036e+00,5.436807809779797829e-01,7.558210643183440602e-01,1.618957237376582814e+00,4.985315734733075099e-01,-8.350589036640806428e-01,-8.008041379368449064e-01,3.100651577035245410e+00,1.103059316318530270e+00,-5.596268030844373520e-01,-3.299750152316914820e-01
8.958619310082425180e-01,3.777601019078196676e-01,6.526050525018087800e-01,1.248723384678687820e+00,5.057985195013924296e-01,-1.311423622859137161e+00,-1.719942179081320521e+00,-1.290339536988286684e-01,-2.357474309744123975e+00,1.078502445286477762e+00,4.345560472029944776e+00,-1.210127424035134097e-01,3.973616866649564816e+00,1.538336707133240333e+00,-4.971390432037831042e-01,9.752420231372878057e-01,1.865357596929011208e-01,-4.157260727546334134e-01,6.165067321190753624e-01,1.113232811511774223e+00
1.069656051167222621e+00,-1.856623011419953340e+00,-2.047047482683544750e+00,8.722839322383612037e-01,6.216423444727616765e-01,1.686097278561211388e+00,-3.320404189556716568e-01,-1.405599685720269498e+00,4.828552742398171671e-01,-1.173898287754238323e+00,-4.076398806539526021e+00,1.488356624370488657e+00,1.009890569648724146e+00,2.180221372984752493e-01,9.145115472531001322e-01,-3.130127562310529576e+00,-1.908565978322378787e-01,1.973456236980186407e-01,-8.063616010823718705e-01,-2.172803416099937934e-01
1.589026430114980126e+00,1.609250925478563410e+00,1.001434013609476370e+00,-1.017735129540618733e+00,-1.552098361966703033e+00,1.743821170519729735e+00,1.635954142269314016e+00,2.942310314422051931e-01,-1.580177265874785464e+00,1.316509639192599890e+00,7.448293640126194548e-01,1.051968130437027860e+00,1.632687888266996401e+00,-9.826209412320966452e-01,6.501745102308809088e-01,-5.182204287382430330e-01,3.265226705184115508e-01,-2.590574310609821684e-01,-1.519297199533665710e+00,7.374154191386781410e-01
6.572662011234255974e-01,-2.381797415318965272e-01,3.664730704955553975e+00,3.842032809513388214e-01,8.451183304119411765e-01,-1.615945950749113347e-01,-1.163412923520850129e+00,-1.487269569875008912e+00,-2.710498823833114579e-01,-8.262871518549410599e-01,-2.236009536760865224e+00,7.808675606833596072e-01,2.321813206368555371e-01,-2.119172478247863811e+00,-1.242921704878545253e+00,1.898078589536944527e+00,-3.421674031742536037e+00,-1.987022458472252007e+00,-1.168034828598514929e+00,2.720092650303212456e-01
-1.911462218425488802e+00,1.827166543791808317e-01,-2.513927030574324983e-01,2.446285303825250779e+00,1.214048959930028371e+00,5.374480849950715733e-01,2.165994988986453595e+00,-9.194380772705075533e-02,1.569397356798046816e-02,6.734099655090131087e-01,-1.878445367478949191e+00,-3.338570325396384764e+00,-6.688046011574785288e-01,-1.947403909288933033e+00,2.425533236952219340e+00,-5.133646389507134922e-01,3.975977380303091113e+00,-1.163411466152563190e+00,7.145955936606855907e-01,8.302887582325948479e-01
-2.463408593496704047e+00,-2.124992997586641508e+00,-1.525051984079290116e-02,4.649745789274215002e-01,1.566868500219424254e+00,-1.405552257242014713e+00,5.829416527105716339e-01,1.386111676457501274e-01,4.883955084969316962e-01,2.021114477909673024e+00,-3.188483080530164049e+00,1.635239961974461087e+00,-2.660835192989602582e+00,2.327673510465886775e+00,-1.734292151794244674e+00,1.485381245211416568e+00,8.826630611721900666e-01,1.926961375694606238e+00,2.176172298556323881e+00,-1.255509605680243057e+00
-3.954701082513004673e-01,-1.981124445873913231e+00,5.811711145254112587e-01,-6.150695034374762393e-01,-1.075889823474644180e-01,-1.765017900350350111e+00,-7.108300904178229684e-01,1.906200594513764557e+00,9.714674739166571094e-01,-9.210925959929718854e-01,-2.019364192874776531e+00,-2.342504262503743717e-01,-8.568489041247550064e-01,-2.418636296447571610e+00,3.082359592292363559e-01,-1.574160147585614622e+00,3.064101202745237895e+00,1.441491472193105194e-01,-7.602193134546763043e-01,-4.818823301199433029e-01
-5.078773306138552046e-01,-1.773074368978783566e+00,-6.898826911720853383e-01,-1.138002700676142842e-01,1.722246113186410632e+00,2.103050295685039150e-01,1.944373767083496185e+00,-3.623042665963287501e-01,-1.348446761072999989e-01,-8.972894101892484389e-03,1.533927910971252251e-01,9.656351762346235823e-01,7.750433440603232693e-01,5.129418673374970261e-01,1.577898775368546724e+00,1.932118004286520918e+00,-1.562371111305416393e+00,1.585676554269963789e+00,-7.819324307706637667e-01,8.205130310689787709e-01
-1.844103567145375822e+00,-3.045705287505470871e+00,-8.591071606582530995e-01,-1.116325230000670965e+00,-7.990204120614416428e-02,2.449828978417768255e+00,-1.226609222792644394e+00,-1.570897193810723902e+00,-2.121343257294604712e+00,3.366197046734101250e-01,-1.275874652271420384e+00,2.012200245043318958e+00,1.174264673232742640e+00,-2.086206109707737788e+00,-1.043785090188167786e+00,1.931574009487698751e-01,2.325177168330078814e+00,-2.229821649530545624e-01,-5.101927471848770601e-01,-2.017960808716757981e+00
1.396316913637266066e-01,-1.114888691539137167e+00,-2.244072810470665758e+00,8.297377124583019126e-02,1.692350767806790168e+00,9.823371410585783892e-01,-1.005451791712219878e+00,1.627650943732491973e+00,1.366252055868131476e+00,2.445469205363199477e-02,-1.335647608814572784e+00,-1.599566179070178285e+00,1.907676536205868301e+00,3.920697907765192114e-01,1.904660194211715840e+00,1.098441531200829768e+00,-9.435373292631453745e-01,2.344304444246885222e+00,3.720409859728990298e+00,-1.183948060030212801e+00
-1.051044765703208039e+00,1.325124789900066213e+00,-8.951223134151573557e-01,-7.601674783457139373e-02,1.601166236188787062e+00,-1.779386129251562254e+00,-7.796366069764995022e-01,1.192091274479799790e+00,1.315605882524089054e+00,1.427403208549987257e+00,-1.065247793211752114e+00,1.932255626310749097e+00,1.300014495784006519e+00,9.625604846837861883e-01,-5.402393859330572035e-01,1.553049255023767783e+00,-1.158852690105646455e-01,1.037112642436267107e+00,3.978202697188606973e-01,-2.645655152579230451e-01
